2025-05-23 05:49:45,mobile,60,seeing mobile,600
mobile,60,seeing mobile,150.0
mobile,60,seeing mobile,150.0
mobile,60,seeing mobile,150.0
My thoughts,20,boredom,50.0
mobile,2880,seeing mobile,7200.0
mobile,2880,seeing mobile,7200.0
mobile,2880,seeing mobile,7200.0
My thoughts,30,boredom,75.0
My thoughts,30,boredom,75.0
My thoughts,30,boredom,75.0
My thoughts,30,boredom,75.0
